"city","state_id","lat","lng","population"
"Toston","MT","46.1658","-111.4459",""
"Whitewater","MT","48.7634","-107.6302",""
"Craig","MT","47.0742","-111.9652",""
"Ethridge","MT","48.5578","-112.1206",""
"Wilsall","MT","45.9835","-110.6598",""
"Saint Regis","MT","47.3016","-115.1015",""
"Wise River","MT","45.7913","-112.9495",""
"Lima","MT","44.6384","-112.5919","224"
"Farmington","MT","47.8869","-112.1689",""
"Vida","MT","47.8320","-105.4930",""
"Sun Prairie","MT","47.5386","-111.4918",""
"Four Corners","MT","45.6704","-111.1780",""
"Simms","MT","47.4931","-111.9474",""
"Kremlin","MT","48.5707","-110.0862",""
"Power","MT","47.7203","-111.6944",""
"Ekalaka","MT","45.8897","-104.5506","353"
"East Glacier Park Village","MT","48.4459","-113.2236",""
"Rollins","MT","47.9106","-114.1949",""
"Carlton","MT","46.6797","-114.0720",""
"Greycliff","MT","45.7588","-109.7798",""
"Twodot","MT","46.4244","-110.0730",""
"Dewey","MT","45.7771","-112.8550",""
"Sheridan","MT","45.4588","-112.1946","677"
"Big Arm","MT","47.7936","-114.2701",""
"Hardin","MT","45.7423","-107.6082","3947.0"
"Finley Point","MT","47.7464","-114.0666",""
"Worden","MT","45.9623","-108.1623",""
"Kerr","MT","47.6771","-114.1873",""
"Heath","MT","46.9958","-109.2671",""
"Moiese","MT","47.3705","-114.2660",""
"Wye","MT","46.9531","-114.1346",""
"Conrad","MT","48.1732","-111.9477","2557.0"
"Lindsay","MT","47.2189","-105.1539",""
"Glendive","MT","47.1102","-104.7070","7015.0"
"Boyd","MT","45.4556","-109.0667",""
"Lakeside","MT","48.0182","-114.2274",""
"Suffolk","MT","47.4669","-109.3557",""
"Anaconda","MT","46.1285","-112.9423",""
"Dutton","MT","47.8476","-111.7144","308"
"Forest Hill Village","MT","48.1207","-114.2620",""
"Santa Rita","MT","48.6977","-112.3174",""
"Miles City","MT","46.4060","-105.8387","9874.0"
"Lindisfarne","MT","47.8042","-114.2122",""
"Norris","MT","45.5680","-111.6908",""
"Springhill","MT","45.8788","-111.0773",""
"Lolo","MT","46.7756","-114.1018",""
"Paradise","MT","47.3858","-114.7990",""
"Alzada","MT","45.0206","-104.4129",""
"Red Lodge","MT","45.1933","-109.2501","2237"
"Ringling","MT","46.2716","-110.8072",""
"Choteau","MT","47.8137","-112.1794","1686"
"Ovando","MT","47.0207","-113.1717",""
"Coffee Creek","MT","47.3477","-110.0816",""
"Lewistown","MT","47.0517","-109.4540","6058.0"
"Libby","MT","48.3874","-115.5559","4053.0"
"Lame Deer","MT","45.6176","-106.6134",""
"Emigrant","MT","45.3755","-110.7465",""
"Luther","MT","45.2844","-109.4288",""
"Ballantine","MT","45.9512","-108.1428",""
"Pioneer Junction","MT","48.3157","-115.5182",""
"Jefferson City","MT","46.3780","-112.0305",""
"Kiowa","MT","48.5477","-113.2709",""
"Parker School","MT","48.2468","-109.7342",""
"Frazer","MT","48.0533","-106.0481",""
"Fife","MT","47.4558","-111.0230",""
"Moore","MT","46.9749","-109.6950","198"
"Frenchtown","MT","47.0287","-114.2462",""
"Danvers","MT","47.2253","-109.7171",""
"Whitlash","MT","48.9083","-111.2530",""
"Marion","MT","48.0858","-114.6711",""
"Jeffers","MT","45.3488","-111.7055",""
"Glen","MT","45.4766","-112.6906",""
"Jackson","MT","45.3680","-113.4089",""
"Grant","MT","45.0085","-113.0670",""
"Charlos Heights","MT","46.1337","-114.1812",""
"Havre","MT","48.5417","-109.6782","10212.0"
"Saint Ignatius","MT","47.3186","-114.0956","824"
"Foster","MT","45.9250","-107.5909",""
"Fort Shaw","MT","47.4969","-111.8194",""
"Herron","MT","48.5341","-109.7718",""
"Drummond","MT","46.6665","-113.1471","348"
"Wisdom","MT","45.6116","-113.4467",""
"Westby","MT","48.8708","-104.0557","174"
"Trego","MT","48.6578","-114.9302",""
"Hilger","MT","47.2539","-109.3599",""
"Terry","MT","46.7923","-105.3125","609"
"Garneill","MT","46.7525","-109.7527",""
"Roundup","MT","46.4483","-108.5400","1840"
"Hays","MT","48.0104","-108.6606",""
"Pinnacle","MT","48.3561","-113.6532",""
"Rudyard","MT","48.5599","-110.5501",""
"Browning","MT","48.5564","-113.0151","1031"
"Rosebud","MT","46.2712","-106.4470",""
"Edgar","MT","45.4637","-108.8554",""
"Grass Range","MT","47.0260","-108.8031","108"
"Hungry Horse","MT","48.3842","-114.0651",""
"Belfry","MT","45.1375","-108.9985",""
"Chico Hot Springs","MT","45.3377","-110.6922",""
"Big Sandy","MT","48.1785","-110.1134","590"
"Hathaway","MT","46.2761","-106.1967",""
"Dagmar","MT","48.5834","-104.1983",""
"Saint Xavier","MT","45.4572","-107.7252",""
"Winifred","MT","47.5621","-109.3773","206"
"Sidney","MT","47.7149","-104.1665","6877.0"
"Crow Agency","MT","45.6026","-107.4591",""
"Anceney","MT","45.6485","-111.3547",""
"Azure","MT","48.3050","-109.8072",""
"Inverness","MT","48.5599","-110.7103",""
"Gardiner","MT","45.0570","-110.7421",""
"Portage","MT","47.6527","-111.1247",""
"Fishtail","MT","45.4536","-109.5043",""
"Whitefish","MT","48.4333","-114.3594","7214.0"
"Bearcreek","MT","45.1606","-109.1571","84"
"Joplin","MT","48.5590","-110.7730",""
"Ennis","MT","45.3462","-111.7318","890"
"Bozeman","MT","45.6828","-111.0545","52391.0"
"McLeod","MT","45.6627","-110.1160",""
"Divide","MT","45.7510","-112.7473",""
"Winston","MT","46.4685","-111.6653",""
"Saint Mary","MT","48.7439","-113.4295",""
"Park City","MT","45.6292","-108.9214",""
"Harrison","MT","45.7036","-111.7854",""
"Laurel","MT","45.6734","-108.7707","8690.0"
"Brockway","MT","47.2978","-105.7625",""
"Boneau","MT","48.2926","-109.8632",""
"Miner","MT","45.1991","-110.9086",""
"Floweree","MT","47.7297","-111.0275",""
"Absarokee","MT","45.5242","-109.4473",""
"Circle","MT","47.4178","-105.5868","619"
"Stockett","MT","47.3535","-111.1698",""
"Sunburst","MT","48.8777","-111.9062","338"
"Polebridge","MT","48.7652","-114.2851",""
"McCabe","MT","48.2436","-104.3777",""
"Lake Mary Ronan","MT","47.9292","-114.3890",""
"Happys Inn","MT","48.0638","-115.1351",""
"Ryegate","MT","46.2985","-109.2538","236"
"Sun River","MT","47.5305","-111.7240",""
"Geraldine","MT","47.6022","-110.2663","261"
"Coram","MT","48.4305","-114.0442",""
"Neihart","MT","46.9352","-110.7360","50"
"Saddle Butte","MT","48.5235","-109.6448",""
"Big Timber","MT","45.8347","-109.9488","1645"
"Cardwell","MT","45.8628","-111.9564",""
"Ashland","MT","45.5977","-106.2975",""
"Myers","MT","46.2508","-107.3403",""
"Weeksville","MT","47.5310","-115.0077",""
"Kicking Horse","MT","47.4568","-114.0717",""
"Carter","MT","47.7812","-110.9400",""
"Lustre","MT","48.3934","-105.8822",""
"Oswego","MT","48.0586","-105.8811",""
"Silver Gate","MT","45.0197","-109.9830",""
"Silver Star","MT","45.6902","-112.2831",""
"Unionville","MT","46.5413","-112.0850",""
"Huson","MT","47.0326","-114.3397",""
"Thompson Falls","MT","47.5994","-115.3428","1356"
"Reed Point","MT","45.7071","-109.5471",""
"Sula","MT","45.8452","-113.9629",""
"Richland","MT","48.8209","-106.0511",""
"Square Butte","MT","47.5150","-110.1983",""
"Heron","MT","48.0637","-115.9801",""
"Scobey","MT","48.7904","-105.4206","1032"
"Lodge Grass","MT","45.3142","-107.3677","446"
"Olney","MT","48.5489","-114.5720",""
"East Helena","MT","46.5850","-111.9159","2074"
"Custer","MT","46.1288","-107.5574",""
"Sylvanite","MT","48.7062","-115.8740",""
"Pompeys Pillar","MT","45.9914","-107.9521",""
"Trident","MT","45.9474","-111.4766",""
"Marysville","MT","46.7503","-112.3027",""
"Warm Springs","MT","46.1813","-112.7848",""
"Crane","MT","47.5772","-104.2509",""
"Ramsay","MT","46.0058","-112.6861",""
"Ronan","MT","47.5287","-114.1005","2016"
"Belknap","MT","47.6472","-115.4222",""
"Shawmut","MT","46.3447","-109.5122",""
"Roberts","MT","45.3437","-109.1817",""
"Teigen","MT","47.0366","-108.5968",""
"Harlem","MT","48.5318","-108.7847","823"
"Waltham","MT","47.5697","-110.8908",""
"Elmo","MT","47.8287","-114.3488",""
"Philipsburg","MT","46.3324","-113.2960","920"
"Hall","MT","46.5852","-113.1967",""
"Troy","MT","48.4623","-115.8917","890"
"Perma","MT","47.3638","-114.5848",""
"Garryowen","MT","45.5266","-107.4195",""
"Musselshell","MT","46.5064","-108.0862",""
"Rocky Point","MT","47.7323","-114.1855",""
"Martin City","MT","48.3935","-114.0307",""
"Acton","MT","45.9305","-108.6807",""
"Melrose","MT","45.6319","-112.6845",""
"Lodge Pole","MT","48.0272","-108.5518",""
"Twin Bridges","MT","45.5429","-112.3341","395"
"Biddle","MT","45.1052","-105.3119",""
"Vaughn","MT","47.5524","-111.5608",""
"Brockton","MT","48.1498","-104.9142","243"
"Columbia Falls","MT","48.3698","-114.1914","6739.0"
"Brady","MT","48.0279","-111.8441",""
"Moccasin","MT","47.0533","-109.9105",""
"Opheim","MT","48.8571","-106.4084","88"
"Baker","MT","46.3645","-104.2729","1990"
"Swan Lake","MT","47.9361","-113.7997",""
"Cascade","MT","47.2710","-111.7028","688"
"Chester","MT","48.5113","-110.9662","884"
"Forsyth","MT","46.2669","-106.6748","1869"
"Virginia City","MT","45.2962","-111.9369","198"
"Pony","MT","45.6628","-111.8826",""
"Camas","MT","47.6179","-114.6561",""
"Essex","MT","48.2780","-113.6126",""
"Roy","MT","47.3343","-108.9600",""
"Woods Bay","MT","48.0082","-114.0612",""
"Cameron","MT","45.2033","-111.6786",""
"Redstone","MT","48.8217","-104.9441",""
"Camp Three","MT","46.4534","-108.5741",""
"Fairfield","MT","47.6154","-111.9814","726"
"Cooke City","MT","45.0186","-109.9119",""
"Jette","MT","47.7170","-114.1905",""
"Crackerville","MT","46.0646","-112.8050",""
"Agawam","MT","48.0000","-112.1675",""
"Corvallis","MT","46.3139","-114.1123",""
"De Smet","MT","46.9333","-114.1032",""
"Boulder","MT","46.2358","-112.1198","1230"
"Dayton","MT","47.8644","-114.2765",""
"North Browning","MT","48.5684","-113.0171",""
"Starr School","MT","48.5976","-113.1433",""
"Pray","MT","45.4151","-110.6533",""
"Fort Smith","MT","45.3134","-107.9296",""
"Reserve","MT","48.6025","-104.4676",""
"Homestead","MT","48.4211","-104.5388",""
"Montana City","MT","46.5257","-111.9401",""
"Plentywood","MT","48.7760","-104.5573","1904"
"Clyde Park","MT","45.8841","-110.6058","309"
"Ulm","MT","47.4197","-111.5252",""
"West Glacier","MT","48.4916","-113.9961",""
"Austin","MT","46.6391","-112.2453",""
"Capitol","MT","45.4361","-104.0655",""
"Plains","MT","47.4602","-114.8843","1071"
"Armington","MT","47.3664","-110.9036",""
"Helena","MT","46.5963","-112.0196","49812.0"
"Yaak","MT","48.8647","-115.6777",""
"Bonner","MT","46.8733","-113.8645",""
"Melstone","MT","46.5987","-107.8684","107"
"Florence","MT","46.6345","-114.0814",""
"Kings Point","MT","47.7634","-114.1498",""
"Belt","MT","47.3874","-110.9278","588"
"Lozeau","MT","47.1166","-114.7801",""
"Springdale","MT","45.7381","-110.2236",""
"Corwin Springs","MT","45.1278","-110.7998",""
"Malta","MT","48.3555","-107.8709","1950"
"Conner","MT","45.9290","-114.1326",""
"Dunkirk","MT","48.4780","-111.6642",""
"Roosville","MT","48.9991","-115.0566",""
"Manhattan","MT","45.8622","-111.3343","1691"
"Nye","MT","45.4355","-109.8091",""
"Whitehall","MT","45.8709","-112.0975","1114"
"Busby","MT","45.5281","-106.9753",""
"Walkerville","MT","46.0366","-112.5395","700"
"Somers","MT","48.0824","-114.2343",""
"Pinesdale","MT","46.3339","-114.2232","967"
"Riverbend","MT","47.1472","-114.8319",""
"South Browning","MT","48.5458","-113.0128",""
"Tracy","MT","47.4130","-111.1541",""
"Madoc","MT","48.8109","-105.2858",""
"Polson","MT","47.6896","-114.1430","5070.0"
"Stanford","MT","47.1521","-110.2190","384"
"Roscoe","MT","45.3517","-109.4933",""
"Fox Lake","MT","47.6858","-104.6331",""
"Park Grove","MT","48.0303","-106.4453",""
"East Glacier Park","MT","48.4414","-113.2181",""
"Amsterdam","MT","45.7462","-111.3301",""
"Kolin","MT","47.1066","-109.7730",""
"Melville","MT","46.1030","-109.9538",""
"Lavina","MT","46.2950","-108.9388","173"
"Comanche","MT","45.9977","-108.7735",""
"Limestone","MT","45.4777","-109.9024",""
"Sweet Grass","MT","48.9929","-111.9670",""
"Valier","MT","48.3056","-112.2524","498"
"Livingston","MT","45.6667","-110.5537","8586.0"
"Pablo","MT","47.6035","-114.1059",""
"Turner","MT","48.8469","-108.4006",""
"Dupuyer","MT","48.1869","-112.4771",""
"Holmesville","MS","31.2035","-90.3087",""
"Leaf","MS","31.0257","-88.7956",""
"Metcalfe","MS","33.4505","-91.0018","1008"
"Meadville","MS","31.4721","-90.8930","432"
"Dundee","MS","34.5243","-90.4557",""
"Bolivar","MS","33.6598","-91.0532",""
"Crandall","MS","31.9746","-88.5323",""
"Bailey","MS","32.4676","-88.7228",""
"Harperville","MS","32.4943","-89.4895",""
"Vancleave","MS","30.5483","-88.6675",""
"Boyle","MS","33.7065","-90.7249","610"
"Columbia","MS","31.2564","-89.8266","6807.0"
"State Line","MS","31.4360","-88.4738","551"
"Verona","MS","34.1909","-88.7204","3019"
"Sledge","MS","34.4327","-90.2213","510"
"Shelby","MS","33.9508","-90.7653","2083"
"Weir","MS","33.2635","-89.2905","441"
"Harrisville","MS","31.9724","-90.0779",""
"Polkville","MS","32.1909","-89.6960","803"
"Sanatorium","MS","31.8988","-89.7776",""
"Batesville","MS","34.3148","-89.9249","7237.0"
"Black Hawk","MS","33.3262","-90.0118",""
"Montrose","MS","32.1256","-89.2344","136"
"De Lisle","MS","30.3848","-89.2746",""
"Gloster","MS","31.1951","-91.0177","898"
"Okolona","MS","34.0053","-88.7479","2618"
"Tunica","MS","34.6881","-90.3809","968"
"Glancy","MS","31.8185","-90.4965",""
"Barnett","MS","31.9868","-88.9051",""
"Midnight","MS","33.0496","-90.5734",""
"Mooreville","MS","34.2648","-88.5769",""
"Hudsonville","MS","34.8612","-89.3751",""
"Kiln","MS","30.4171","-89.4322",""
"Soso","MS","31.7535","-89.2759","401"
"Lynchburg","MS","34.9623","-90.1052",""
"Flowood","MS","32.3359","-90.0802","8859"
"Durant","MS","33.0799","-89.8566","2296.0"
"Derma","MS","33.8589","-89.2879","1000"
"Howard","MS","33.1229","-90.1909",""
"Chicora","MS","31.5638","-88.5753",""
"Marks","MS","34.2535","-90.2722","3161.0"
"Bentonia","MS","32.6437","-90.3692","423"
"Crystal Springs","MS","31.9903","-90.3540","5107.0"
"Tishomingo","MS","34.6340","-88.2287","336"
"Rich","MS","34.4162","-90.4448",""
"Cruger","MS","33.3230","-90.2355","354"
"Collins","MS","31.6469","-89.5669","2569"
"Abbeville","MS","34.5034","-89.5025","430"
"Diamondhead","MS","30.3791","-89.3707","7661.0"
"Tuscola","MS","32.6201","-89.5278",""
"Sebastopol","MS","32.5679","-89.3340","278"
"Sandersville","MS","31.7879","-89.0362","719"
"Brooksville","MS","33.2367","-88.5781","1169"
"Bruce","MS","33.9910","-89.3454","1887"
"Sherman","MS","34.3611","-88.8387","687"
"Standing Pine","MS","32.6749","-89.4529",""
"Tucker","MS","32.7081","-89.0500",""
"Hamilton","MS","33.7460","-88.4095",""
"Buckatunna","MS","31.5423","-88.5293",""
"Redwater","MS","32.7835","-89.5559",""
"Sherard","MS","34.2157","-90.7062",""
"Vance","MS","34.0729","-90.3509",""
"Toomsuba","MS","32.4267","-88.5100",""
"Lena","MS","32.5938","-89.5949","141"
"Albin","MS","33.9134","-90.3298",""
"Snell","MS","32.1918","-88.5017",""
"Mize","MS","31.8672","-89.5541","327"
"Baird","MS","33.4251","-90.5834",""
"Gallman","MS","31.9321","-90.3893",""
"Gunn","MS","32.0835","-89.7001",""
"Webb","MS","33.9478","-90.3463","519"
"Merrill","MS","30.9791","-88.7206",""
"New Hebron","MS","31.7332","-89.9833","445"
"Clara","MS","31.5831","-88.6916",""
"Percy","MS","33.1090","-90.8795",""
"McLain","MS","31.1037","-88.8239","427"
"Pearl River","MS","32.7889","-89.2384",""
"Hattiesburg","MS","31.3073","-89.3169","81995.0"
"Clarksdale","MS","34.1971","-90.5729","16109.0"
"Saint Martin","MS","30.4399","-88.8651",""
"Lyon","MS","34.2168","-90.5426","319"
"Quincy","MS","33.9098","-88.3670",""
"Ocean Springs","MS","30.4082","-88.7861","17652"
"Magnolia","MS","31.1619","-90.4670","2330"
"Mount Pleasant","MS","34.9559","-89.5159",""
"Tie Plant","MS","33.7415","-89.7901",""
"Canton","MS","32.5976","-90.0329","15847.0"
"Guntown","MS","34.4447","-88.6641","2720"
"Louisville","MS","33.1224","-89.0553","4409.0"
"Basic","MS","32.2185","-88.7692",""
"Water Valley","MS","34.1622","-89.6301","2623.0"
"Algoma","MS","34.1788","-89.0336","613"
"Centreville","MS","31.0870","-91.0654","1542"
"Michigan City","MS","34.9809","-89.2506",""
"Darlove","MS","33.2321","-90.7845",""
"Hazlehurst","MS","31.8645","-90.3926","4714.0"
"Star","MS","32.0940","-90.0462",""
"De Kalb","MS","32.7707","-88.6560","1045"
"Beatty","MS","33.2698","-89.7390",""
"Waltersville","MS","32.3796","-90.8679",""
"Poplar Creek","MS","33.3521","-89.5556",""
"Beauregard","MS","31.7210","-90.3859","322"
"Prentiss","MS","31.5970","-89.8713","982"
"Tilden","MS","34.1868","-88.3520",""
"Shivers","MS","31.7966","-89.9876",""
"West Point","MS","33.6064","-88.6571","8827.0"
"Denmark","MS","34.3109","-89.3467",""
"Vardaman","MS","33.8822","-89.1778","1291"
"Waynesboro","MS","31.6773","-88.6353","4141.0"
"Taylor","MS","34.2691","-89.5833","372"
"Velma","MS","34.0604","-89.6445",""
"Forkville","MS","32.4607","-89.6609",""
"Strong","MS","33.6954","-88.6045",""
"Pope","MS","34.2146","-89.9481","209"
"Wyatte","MS","34.6418","-89.6943",""
"Stovall","MS","34.2968","-90.6448",""
"Friars Point","MS","34.3680","-90.6379","1082"
"Chunky","MS","32.3275","-88.9302","324"
"Morgantown","MS","31.3124","-89.9159",""
"Money","MS","33.6512","-90.2093",""
"Wade","MS","30.6400","-88.5579",""
"Cockrum","MS","34.8029","-89.8120",""
"Nellieburg","MS","32.3973","-88.7830",""
"Sharon","MS","31.7922","-89.0983",""
"Kossuth","MS","34.8726","-88.6428","208"
"Gattman","MS","33.8849","-88.2367","87"
"McAdams","MS","33.0212","-89.6884",""
"New Hamilton","MS","33.7435","-88.4389",""
"New Augusta","MS","31.2036","-89.0272","638"
"Mayersville","MS","32.8964","-91.0467","541"
"Utica","MS","32.1061","-90.6221","869"
"Orange Grove","MS","30.4546","-89.0884",""
"Thompson","MS","31.2568","-90.6382",""
"Hushpuckena","MS","34.0048","-90.7532",""
"Agricola","MS","30.8077","-88.5200",""
"Raymond","MS","32.2609","-90.4083","3649.0"
"Phoenix","MS","32.5813","-90.5629",""
"Benoit","MS","33.6517","-91.0087","448"
"Red Lick","MS","31.7924","-90.9793",""
"North Tunica","MS","34.7032","-90.3796",""
"Falkner","MS","34.8381","-88.9424","510"
"Carpenter","MS","32.0340","-90.6804",""
"Mendenhall","MS","31.9609","-89.8694","2457"
"Carrollton","MS","33.5061","-89.9218","182"
"Scooba","MS","32.8302","-88.4771","697"
"Hillhouse","MS","34.1257","-90.8182",""
"Falcon","MS","34.3911","-90.2557","150"
"Foxworth","MS","31.2386","-89.8829",""
"Philipp","MS","33.7576","-90.2043",""
"Lucas","MS","31.5879","-89.9584",""
"Georgetown","MS","31.8698","-90.1648","281"
"Mattson","MS","34.0979","-90.5101",""
"Bay Saint Louis","MS","30.3281","-89.3774","12667"
"Deeson","MS","34.0232","-90.8595",""
"Paris","MS","34.1787","-89.4598",""
"McVille","MS","32.9315","-89.6220",""
"Isola","MS","33.2634","-90.5923","652"
"Jonestown","MS","34.3222","-90.4542","1172"
"Farrell","MS","34.2617","-90.6750",""
"Savage","MS","34.6298","-90.2232",""
"White Apple","MS","31.4571","-91.0743",""
"Stampley","MS","31.6371","-91.1312",""
"Maben","MS","33.5544","-89.0805","864"
"Morton","MS","32.3498","-89.6541","2954.0"
"Nettleton","MS","34.0853","-88.6248","1952"
"Lyman","MS","30.5044","-89.1348",""
"Bogue Chitto","MS","31.4294","-90.4619",""
"Tuckers Crossing","MS","31.6274","-89.0901",""
"Escatawpa","MS","30.4912","-88.5495",""
"Pickens","MS","32.8913","-89.9696","1054"
"McNair","MS","31.6385","-91.0420",""
"Lakeshore","MS","30.2466","-89.4359",""
"Pinola","MS","31.8771","-89.9620",""
"Stanton","MS","31.6160","-91.2404",""
"Kirby","MS","31.5116","-90.9809",""
"Monticello","MS","31.5525","-90.1145","1552"
"Red Banks","MS","34.8282","-89.5645",""
"Drew","MS","33.8101","-90.5304","1731"
"Bigbee","MS","34.0162","-88.5192",""
"Marietta","MS","34.4998","-88.4726","255"
"Hopewell","MS","31.9474","-90.2154",""
"Hamburg","MS","31.5788","-91.0668",""
"Snow Lake Shores","MS","34.8239","-89.2385","301"
"Winterville","MS","33.5018","-91.0584",""
"Burns","MS","32.1354","-89.5478",""
"Grace","MS","32.9996","-90.9565",""
"Hickory","MS","32.3167","-89.0217","526"
"Edinburg","MS","32.7993","-89.3362",""
"Pricedale","MS","31.2905","-90.2948",""
"Booneville","MS","34.6643","-88.5684","6051.0"
"Oxford","MS","34.3613","-89.5289","31728.0"
"Rome","MS","33.9632","-90.4784",""
"Ozona","MS","30.5846","-89.6637",""
"Brookhaven","MS","31.5803","-90.4432","10504.0"
"Vossburg","MS","31.9288","-88.9409",""
"Yazoo City","MS","32.8618","-90.4067","15241.0"
"Petal","MS","31.3477","-89.2359","10704"
"Newton","MS","32.3296","-89.1534","2762.0"
"Montpelier","MS","33.7179","-88.9478",""
"Ingomar","MS","34.4093","-89.0367",""
"Toccopola","MS","34.2561","-89.2211","255"
"Hinchcliff","MS","34.3098","-90.2737",""
"White Oak","MS","34.6438","-90.3495",""
"Southaven","MS","34.9514","-89.9787","53214"
"Beaumont","MS","31.1707","-88.9252","938"
"Ashland","MS","34.8341","-89.1778","543"
"Perkinston","MS","30.7821","-89.1381",""
"Duncan","MS","34.0418","-90.7459","401"
"Gulf Hills","MS","30.4364","-88.8148",""
"Shuqualak","MS","32.9793","-88.5693","483"
"Madden","MS","32.6790","-89.3481",""
"Liberty","MS","31.1611","-90.8006","688"
"Lucedale","MS","30.9312","-88.5959","2744.0"
"Learned","MS","32.1972","-90.5486","93"
"Oma","MS","31.7268","-90.1448",""
"Jumpertown","MS","34.7080","-88.6620","482"
"Quitman","MS","32.0417","-88.7203","2189"
"Martin Bluff","MS","30.4569","-88.6395",""
"Wenasoga","MS","34.9870","-88.5906",""
"Summerland","MS","31.7993","-89.3603",""
"Camden","MS","32.7824","-89.8387",""
"Chatham","MS","33.1007","-91.0979",""
"Holly Springs","MS","34.7768","-89.4466","6146.0"
"Kosciusko","MS","33.0585","-89.5893","6735.0"
"Renova","MS","33.7804","-90.7232","734"
"University","MS","34.3650","-89.5383",""
"Arnold Line","MS","31.3371","-89.3772",""
"Crowder","MS","34.1729","-90.1377","663"
"Bellefontaine","MS","33.6487","-89.3101",""
"Daleville","MS","32.5699","-88.6762",""
"Clinton","MS","32.3540","-90.3403","25211"
"Kilmichael","MS","33.4404","-89.5673","595"
"Indianola","MS","33.4492","-90.6447","9406.0"
"Collinsville","MS","32.4912","-88.8452",""
"Longview","MS","33.4040","-88.9212",""
"Lessley","MS","31.1613","-91.4296",""
"Sanford","MS","31.4868","-89.4270",""
"Sweatman","MS","33.6343","-89.5798",""
"Port Gibson","MS","31.9558","-90.9834","1430"
"Wiggins","MS","30.8557","-89.1386","3900.0"
"Ackerman","MS","33.3110","-89.1711","1469"
"Kendrick","MS","34.9704","-88.3817",""
"Banks","MS","34.8259","-90.2298",""
"Bigbee Valley","MS","33.2482","-88.3498",""
"Waterford","MS","34.6476","-89.4573",""
"Hollywood","MS","34.7454","-90.3582",""
"Hatley","MS","33.9773","-88.4184","467"
"Stringer","MS","31.8668","-89.2634",""
"West Hattiesburg","MS","31.3112","-89.3738",""
"Winchester","MS","31.6177","-88.5906",""
"Anding","MS","32.6921","-90.3979",""
"Fayette","MS","31.7123","-91.0620","1527"
"Springville","MS","34.2318","-89.1037",""
"Gatesville","MS","31.9979","-90.2434",""
"Rolling Fork","MS","32.9073","-90.8769","2025"
"Clarkson","MS","33.6354","-89.1495",""
"Mantee","MS","33.7226","-89.0597","221"
"Sumrall","MS","31.4171","-89.5423","1728"
"Cleary","MS","32.1635","-90.1820",""
"Prairie Point","MS","33.1473","-88.3936",""
"Enterprise","MS","32.1731","-88.8162","499"
"Charleston","MS","34.0075","-90.0552","2685.0"
"Tremont","MS","34.2327","-88.2507","464"
"Coffeeville","MS","33.9765","-89.6845","871"
"Bolton","MS","32.3546","-90.4586","543"
"Bonhomie","MS","31.2891","-89.3098",""
"Ansley","MS","30.2252","-89.4837",""
"Thomastown","MS","32.8640","-89.6695",""
"Woodville","MS","31.1029","-91.2992","986"
"Maxie","MS","30.9780","-89.1959",""
"Union Church","MS","31.6829","-90.7876",""
"Auburn","MS","31.3593","-90.6079",""
"Bay Springs","MS","31.9772","-89.2792","1738"
"Vaiden","MS","33.3332","-89.7533","980"
"Tula","MS","34.2329","-89.3623",""
"Bude","MS","31.4630","-90.8509","1017"
"Howison","MS","30.6655","-89.1384",""
"Denham","MS","31.6538","-88.5256",""
"Farmington","MS","34.9224","-88.4432","2189"
"Hide-A-Way Lake","MS","30.5740","-89.6417",""
"New Hope","MS","33.4521","-88.3399",""
"Philadelphia","MS","32.7761","-89.1221","7639.0"
"Battles","MS","31.5018","-88.5095",""
"Tutwiler","MS","34.0121","-90.4301","1111"
"Goodman","MS","32.9677","-89.9128","1313"
"Coila","MS","33.3954","-89.9712",""
"Renfroe","MS","32.8596","-89.4512",""
"Crawford","MS","33.3023","-88.6253","650"
"De Soto","MS","31.9738","-88.7134",""
"Starkville","MS","33.4608","-88.8297","32441.0"
"Matherville","MS","31.8657","-88.5656",""
"Amory","MS","33.9813","-88.4823","6343.0"
"Tamola","MS","32.5868","-88.4770",""
"Roxie","MS","31.5046","-91.0676","475"
"Kearney Park","MS","32.5897","-90.3158",""
"Caledonia","MS","33.6836","-88.3260","1050"
"Decatur","MS","32.4339","-89.1092","1788"
"Eupora","MS","33.5436","-89.2766","2075"
"Hiwannee","MS","31.8102","-88.6906",""
"Thorn","MS","33.9426","-89.1026",""
"Pheba","MS","33.5843","-88.9498",""
"Benton","MS","32.8265","-90.2595",""
"Leflore","MS","33.6937","-90.0548",""
"Freeny","MS","32.7010","-89.4815",""
"Natchez","MS","31.5437","-91.3869","26977.0"
"Satartia","MS","32.6720","-90.5445","53"
"Leland","MS","33.4051","-90.8910","4157.0"
"Bond","MS","30.8944","-89.1687",""
"Winborn","MS","34.6312","-89.2731",""
"Wesson","MS","31.6999","-90.3958","1891"
"Biggersville","MS","34.8356","-88.5587",""
"Egypt","MS","33.8984","-88.7298",""
"Johns","MS","32.1310","-89.8381",""
"Doddsville","MS","33.6599","-90.5214","89"
"Eagle Bend","MS","32.5204","-91.0068",""
"Walnut Grove","MS","32.5932","-89.4578","1608"
"Summit","MS","31.2808","-90.4670","1651"
"Sibley","MS","31.3793","-91.3987",""
"Sunflower","MS","33.5444","-90.5373","1049"
"Burnsville","MS","34.8348","-88.3178","930"
"Pontotoc","MS","34.2532","-89.0091","5221.0"
"Wanilla","MS","31.6429","-90.1318",""
"Glendora","MS","33.8276","-90.2927","139"
